date,state,city_county,address,nkill,ninjured,operations
4-Aug-14,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5,N/A
3-Aug-14,Texas,Humble,3403 FM 1960,0,7,N/A
3-Aug-14,Missouri,Saint Louis,5200 block of Thekla ,0,5,N/A
3-Aug-14,Virginia,Culpeper,4400 block of Rixeyville Road,5,0,N/A
3-Aug-14,Tennessee,Columbia,East 9th Street and Bridge Street,0,5,N/A
2-Aug-14,Texas,Dallas,5125 Wynell Street,3,1,N/A
2-Aug-14,Massachusetts,New Bedford,Acushnet Avenue,0,7,N/A
2-Aug-14,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5,N/A
1-Aug-14,Pennsylvania,Philadelphia,1500 block of South Etting Street,1,3,N/A
30-Jul-14,North Carolina,Hope Mills,926 Bramblegate Road,3,2,N/A
28-Jul-14,Pennsylvania,Philadelphia,4900 block of North Front Street,1,4,N/A
27-Jul-14,Missouri,Saint Louis,2000 block of East John Avenue,0,5,N/A
26-Jul-14,Arkansas,Pine Bluff,N/A,1,3,N/A
26-Jul-14,Georgia,Sylvester,Royal Street,0,8,N/A
26-Jul-14,Maine,Saco,35 Water Street,5,0,N/A
25-Jul-14,Illinois,Chicago,700 South California Avenue,1,6,N/A
23-Jul-14,Pennsylvania,Braddock,700 block of Hickory St,0,4,N/A
21-Jul-14,Tennessee,Memphis,300 block of Foote Park Lane,0,4,N/A
21-Jul-14,New Jersey,Irvington,36 Welland Avenue,0,6,N/A
20-Jul-14,Illinois,East Saint Louis,5103 block of Bunkum Rd,1,3,N/A
20-Jul-14,Nevada,Las Vegas,Rancho Drive 3400 block ,1,3,N/A
19-Jul-14,Illinois,Chicago,1300 North Mason Avenue,0,4,N/A
14-Jul-14,California,Sacramento,Fulton Avenue ,1,4,N/A
13-Jul-14,Connecticut,Stamford,84 West Park Place,0,5,N/A
13-Jul-14,District of Columbia,Washington,1700 block of Lincoln Road NE,0,4,N/A
13-Jul-14,Washington,Skyway,12600 Renton Avenue South ,0,5,N/A
12-Jul-14,California,Pasadena,1700 block of Summit Avenue,3,2,N/A
11-Jul-14,Illinois,Chicago,5200 West Quincy Street,1,3,N/A
9-Jul-14,Texas,Spring,711 Leaflet Ln,6,1,N/A
8-Jul-14,Rhode Island,Providence,35 March Street,0,5,N/A
7-Jul-14,Kentucky,Stopover,KY 194E,0,4,N/A
7-Jul-14,California,San Bernardino,312  E Baseline Street ,1,4,N/A
6-Jul-14,Florida,Miami,NW 20th Ave and NW 62nd St,2,2,N/A
6-Jul-14,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0,4,N/A
6-Jul-14,New York,Buffalo,100 block of Erb Street,0,4,N/A
5-Jul-14,Michigan,Kalamazoo,N/A,0,4,N/A
5-Jul-14,Oregon,Portland,333 SE 122ND Ave,1,4,N/A
5-Jul-14,Indiana,Indianapolis,Broad Ripple Avenue,0,7,N/A
5-Jul-14,Illinois,Centreville,4700 Piggott Avenue,0,5,N/A
5-Jul-14,Texas,Houston,1700 Almeda-Genoa,0,6,N/A
5-Jul-14,Virginia,Norfolk,861 W. 36th Street,0,7,N/A
4-Jul-14,Virginia,Norfolk,1722 Thurgood Street,0,5,N/A
2-Jul-14,Pennsylvania,Chester,1400 block of West Congress Street,0,5,N/A
30-Jun-14,Kentucky,Lexington,Scottsdale Circle,1,3,N/A
29-Jun-14,Louisiana,New Orleans,700 block of Bourbon St,1,9,N/A
29-Jun-14,California,Los Angeles,1100 block of North Vermont Avenue,1,5,N/A
29-Jun-14,Missouri,Saint Louis,2800 block of Dayton,0,4,N/A
28-Jun-14,California,Antioch,5500 Cedar Point Way,0,7,N/A
28-Jun-14,New York,Manhattan,Fifth Avenue and West 139th Street,0,4,N/A
27-Jun-14,California,San Diego,1800 block of Cathy Street,1,3,N/A
27-Jun-14,California,San Diego,1600 block of Cathy Street,1,3,N/A
27-Jun-14,Michigan,Detroit,Grand Street and Lasalle Street,2,2,N/A
26-Jun-14,Michigan,Detroit,Grand St,2,2,N/A
26-Jun-14,Wisconsin,Milwaukee,24th and Locust,0,5,N/A
25-Jun-14,Massachusetts,Lowell,Midland Street,0,5,N/A
24-Jun-14,Florida,Miami,Northwest 12th Avenue and 65th Street,2,7,N/A
22-Jun-14,California,Windsor,Windsor Avenue,1,3,N/A
21-Jun-14,District of Columbia,Washington,Florida Avenue and U Street NW,0,4,N/A
21-Jun-14,Tennessee,Memphis,2119 East Alcy Road,0,5,N/A
20-Jun-14,Maryland,Seat Pleasant,6600 block of Greig Street,0,4,N/A
15-Jun-14,Indiana,Kokomo,5100 Clinton Drive,0,4,N/A
15-Jun-14,Illinois,Park Forest,200 Berry Street,0,4,N/A
13-Jun-14,California,Los Angeles,8600 block of South Figueroa Street,3,1,N/A
9-Jun-14,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,0,6,N/A
8-Jun-14,Alabama,Opp,611 Hardin Street,1,4,N/A
7-Jun-14,South Carolina,Moncks Corner,Tish Lane,1,5,N/A
7-Jun-14,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3,N/A
4-Jun-14,Illinois,Chicago,4900 West West End Avenue,1,3,N/A
3-Jun-14,Georgia,Atlanta,Auburn Avenue,1,4,N/A
2-Jun-14,Illinois,Chicago,2660 E. 79th St,0,7,N/A
1-Jun-14,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5,N/A
1-Jun-14,California,Sacramento,6500 46th Street,0,4,N/A
31-May-14,California,San Bernardino,N/A,1,3,N/A
25-May-14,Ohio,Toledo,2100 block of Joffre Avenue,1,3,N/A
24-May-14,Michigan,Detroit,Strathmoor Street,0,4,N/A
24-May-14,South Carolina,Myrtle Beach,Ocean Boulevard near First Avenue North,3,1,N/A
23-May-14,California,Goleta (Isla Vista),840 Embarcadero Del Norte,4,8,N/A
23-May-14,Louisiana,New Orleans,6200 block of Eads Street,1,7,N/A
23-May-14,California,Bellflower,9541 Flower Street,2,2,N/A
21-May-14,Texas,Dallas,4500 block of Village Fair Drive,1,3,N/A
18-May-14,Ohio,Sandusky,1643 Cleveland Rd,0,7,N/A
17-May-14,California,Coachella,84000 block of Pedro Drive,1,3,N/A
17-May-14,District of Columbia,Washington,2200 block of Adams Place NE,0,5,N/A
13-May-14,Georgia,Atlanta,Panther Trail and Childress Drive,0,5,N/A
12-May-14,Illinois,Chicago,3400 West 24th Street,0,4,N/A
11-May-14,California,Sacramento,Peregrine Park,1,6,N/A
11-May-14,Tennessee,Memphis,2517 Shasta,0,7,N/A
10-May-14,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3,N/A
10-May-14,California,Sacramento,Natomas,1,6,N/A
10-May-14,Georgia,Decatur,Shamrock Drive ,2,3,N/A
4-May-14,Illinois,Chicago,500 West Erie Street,1,3,N/A
4-May-14,Colorado,Wheat Ridge,12100 W 44th,0,4,N/A
3-May-14,Arkansas,Jonesboro,2201 Moore Road; Dalton Farmer Drive; County Road 664,4,4,N/A
30-Apr-14,Illinois,Chicago,7200 South Phillips Avenue,0,4,N/A
29-Apr-14,Georgia,Kennesaw,1675 Airport Road,1,6,N/A
27-Apr-14,New York,Troy,Fourth Street,0,5,N/A
25-Apr-14,Tennessee,Memphis,2000 Chelsea Avenue,2,3,N/A
22-Apr-14,California,Los Angeles,6419 Brynhurst Avenue,1,3,N/A
20-Apr-14,Illinois,Montgomery,1300 block of Jackson St,0,6,N/A
20-Apr-14,Florida,Tampa,2902 N. 32nd St.,2,2,N/A
20-Apr-14,Illinois,Chicago,6600 South Michigan Ave,0,5,N/A
14-Apr-14,District of Columbia,Washington,1500 block of 19th Street,0,4,N/A
12-Apr-14,Louisiana,New Orleans,2100 block of Pauger Street,1,3,N/A
11-Apr-14,Indiana,Richmond,North 15th and H Streets,0,4,N/A
9-Apr-14,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1,N/A
9-Apr-14,Illinois,Rockford,300 North Sunset,0,4,N/A
7-Apr-14,Louisiana,New Orleans,500 block of South Alexander Street,0,4,N/A
6-Apr-14,Massachusetts,Springfield,90 Worthington St.,0,4,N/A
6-Apr-14,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4,N/A
5-Apr-14,Illinois,Chicago,4300 W Wilcox Street,1,5,N/A
5-Apr-14,Arizona,Phoenix,West Palm Lane near 54th Avenue,1,3,N/A
5-Apr-14,California,Fairfield,Orchid Street ,0,4,N/A
2-Apr-14,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,4,16,N/A
30-Mar-14,Mississippi,Starkville,N/A,0,5,N/A
30-Mar-14,North Carolina,Charlotte,4300 Sunset Road,0,5,N/A
23-Mar-14,Texas,Arlington,2700 Majesty Drive,1,3,N/A
23-Mar-14,California,Long Beach,601 Long Beach Boulevard,1,3,N/A
23-Mar-14,California,San Francisco,Turk and Taylor,0,7,N/A
21-Mar-14,South Carolina,North Charleston,7550 Dorchester Road,0,4,N/A
16-Mar-14,Texas,Beaumont,S 4th St,3,1,N/A
16-Mar-14,Georgia,Waynesboro,4960 Highway 80 West ,0,4,N/A
14-Mar-14,New York,Brooklyn,S. Second and Roebling Sts,0,4,N/A
9-Mar-14,Ohio,Fremont,531 W State St,3,1,N/A
9-Mar-14,Texas,Austin, 4900 block of West Race Avenue,0,6,N/A
8-Mar-14,Illinois,Chicago,4900 West Race Ave,0,6,N/A
8-Mar-14,California,Richmond,1600 block of First Street,1,3,N/A
5-Mar-14,South Carolina,Pelzer,Law Street,3,2,N/A
1-Mar-14,Pennsylvania,Pittsburgh,Hamilton Avenue,1,4,N/A
1-Mar-14,Michigan,Detroit,7800 Gratiot Av.,0,4,N/A
25-Feb-14,Virginia,Glade Spring,Graceland Lane,5,1,N/A
22-Feb-14,California,Wilmington,1200 block of W Papeete St,0,4,N/A
20-Feb-14,California,Alturas,300 W 1st St,4,2,N/A
20-Feb-14,Indiana,Indianapolis,3400 block of South Parker,4,0,N/A
16-Feb-14,Texas,Fort Worth, 115 NW 25th St.,1,4,N/A
16-Feb-14,Florida,Orange County,4500 block of Riviera Shores ,1,6,N/A
16-Feb-14,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4,N/A
16-Feb-14,Texas,Dallas,2600 block of South Harwood Street,1,7,N/A
16-Feb-14,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5,N/A
15-Feb-14,Nevada,Las Vegas,Sahara and Maryland ,0,5,N/A
12-Feb-14,Indiana,Gary,2220 block of Broadway,0,5,N/A
12-Feb-14,California,Oakland,37th and International ,1,3,N/A
12-Feb-14,California,Stockton,Constitution Park,1,3,N/A
7-Feb-14,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5,N/A
6-Feb-14,Louisiana,New Orleans,4600 block of Downman Road,0,4,N/A
5-Feb-14,Illinois,Chicago,6740 N Clark St,1,3,N/A
3-Feb-14,Indiana,Franklin,2100 block of Bridlewood Dr,3,2,N/A
27-Jan-14,North Carolina,Rocky Mount,821 Word Plaza,0,4,N/A
27-Jan-14,Washington,Seattle,2nd Avenue South and South Main Street,1,4,N/A
25-Jan-14,Illinois,Chicago,S. Union Av and W. 51st St,1,4,N/A
25-Jan-14,Florida,Belle Glade,600 block of Covenant Drive,0,4,N/A
21-Jan-14,New Jersey,Newark,Springfield Avenue ,2,3,N/A
20-Jan-14,Virginia,Manassas,8509 Rixlew Ln,0,4,N/A
16-Jan-14,Utah,Spanish Fork,37 N. 630 West,5,0,N/A
16-Jan-14,Oklahoma,Ardmore,N/A,2,4,N/A
14-Jan-14,California,Los Angeles,West 86th Street,0,4,N/A
13-Jan-14,Michigan,Detroit,800 block of Calvert St,0,4,N/A
12-Jan-14,Louisiana,Tallulah,3600 block of Highway 80 W,0,6,N/A
12-Jan-14,Alabama,Huntsville,University Drive,0,5,N/A
12-Jan-14,Illinois,Elgin,300 block of North Street,0,5,N/A
3-Jan-14,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3,N/A
1-Jan-14,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2,N/A
31-Dec-15,Louisiana,New Orleans,1900 block of Amelia Street,0,6,N/A
27-Dec-15,Tennessee,Jackson,North Parkway,0,4,N/A
26-Dec-15,Pennsylvania,Philadelphia,4210 Macalester St,0,4,N/A
25-Dec-15,Florida,Jacksonville,Franklin and Odessa,0,4,N/A
25-Dec-15,Alabama,Mobile,785 Schillinger Rd S,0,4,N/A
21-Dec-15,California,San Leandro,14600 block of East 14th Street,0,4,N/A
20-Dec-15,North Carolina,Wilmington,11th and Castle Street,1,4,N/A
20-Dec-15,Florida,Miami (Goulds),21630 Southwest 120th Avenue,1,4,N/A
20-Dec-15,Florida,Miami-dade (county),Northeast Seventh Avenue and Northeast 166th Street,0,4,N/A
13-Dec-15,California,Los Angeles,5550 S. Flower Street,1,3,N/A
13-Dec-15,California,Huntington Beach,17000 block of Keelson Lane,0,4,N/A
12-Dec-15,Georgia,Savannah,Whitaker Street,0,4,N/A
12-Dec-15,Illinois,Lovejoy (Brooklyn),307 Jefferson St,1,3,N/A
11-Dec-15,Maryland,Baltimore,5100 block of Park Heights Avenue,1,3,N/A
11-Dec-15,Pennsylvania,Pittsburgh (Mount Oliver),200 block of  Brownsville Road,0,4,N/A
8-Dec-15,Ohio,Cincinnati (Fairmount),2300 block of Baltimore Avenue,1,3,N/A
6-Dec-15,Louisiana,Raceland,Market Street,1,3,N/A
6-Dec-15,Nebraska,Omaha,North 108th Street and Military Road,2,3,N/A
2-Dec-15,California,San Bernardino,1365 South Waterman Avenue,16,19,N/A
2-Dec-15,Georgia,Savannah,100 block of West 33rd Street,1,3,N/A
29-Nov-15,Illinois,Kankakee,648 E. Court St,0,5,N/A
27-Nov-15,Colorado,Colorado Springs,3480 Centennial Blvd,3,9,N/A
27-Nov-15,California,Sacramento,7900 block of Florin Road,2,2,N/A
24-Nov-15,South Carolina,Horry (county),1321 Colletta Court,0,4,N/A
23-Nov-15,Ohio,Columbus,90 block of S. Terrace Avenue,4,1,N/A
23-Nov-15,Minnesota,Minneapolis,Morgan Avenue North,0,5,N/A
22-Nov-15,Texas,Brownsville,1800 block of FM 802,0,4,N/A
22-Nov-15,Washington,Seattle,Broadway and Pike,0,4,N/A
22-Nov-15,New York,Newburgh,203 Broadway,0,5,N/A
22-Nov-15,South Carolina,North Charleston,Park Circle,1,3,N/A
22-Nov-15,Illinois,Chicago,4100 block of West Roosevelt,0,4,N/A
22-Nov-15,Louisiana,New Orleans,1900 block of Gallier Street,0,17,N/A
21-Nov-15,Maryland,Baltimore,Stricker and School,1,3,N/A
20-Nov-15,Pennsylvania,Pittsburgh,Prospect Drive,1,3,N/A
18-Nov-15,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5,N/A
16-Nov-15,Alabama,Cherokee (county),1400 block of County Road 664,3,1,N/A
15-Nov-15,Pennsylvania,Philadelphia,5600 block of Blakemore Street,0,4,N/A
15-Nov-15,Texas,Tennessee Colony,800 block of County Road 2217,5,0,N/A
14-Nov-15,Pennsylvania,Johnstown,1159 Main St,0,4,N/A
13-Nov-15,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,4,1,N/A
9-Nov-15,Indiana,Indianapolis,400 block of North Beville Ave,2,2,N/A
8-Nov-15,Iowa,Des Moines,4397 NW 6th Drive,1,3,N/A
8-Nov-15,Michigan,Warren,13859 8 Mile Road,0,4,N/A
7-Nov-15,Colorado,Denver,Bayaud and Bannock,1,3,N/A
6-Nov-15,California,Bakersfield,1000 block of Feliz Drive,0,4,N/A
3-Nov-15,Florida,Jacksonville,Ella Street and Kings Road,2,3,N/A
2-Nov-15,South Carolina,Pendleton,2217 Refuge Road,4,0,N/A
28-Oct-15,Louisiana,Houma,400 block of Morgan Street,1,3,N/A
27-Oct-15,Texas,Fort Worth,1700 block of Southcrest Drive,0,5,N/A
26-Oct-15,Indiana,Evansville,711 E Virginia St,0,5,N/A
25-Oct-15,North Carolina,Four Oaks,2339 Stricklands Crossroads Road,0,5,N/A
25-Oct-15,Arizona,Phoenix,Seventh Street and Broadway,1,4,N/A
25-Oct-15,District of Columbia,Washington,4300 block of Wheeler Road SE,0,5,N/A
24-Oct-15,South Carolina,Bamberg,682 Dixie Ave.,0,4,N/A
22-Oct-15,Tennessee,Nashville,3500 John A. Merritt Blvd,1,3,N/A
19-Oct-15,Illinois,Calumet City,300 Campbell Avenue,0,6,N/A
18-Oct-15,Louisiana,New Orleans,2600 block of Caffin Avenue,0,4,N/A
17-Oct-15,Florida,Fort Myers,2224 First St,1,4,N/A
17-Oct-15,Indiana,Elkhart,160 Easy Shopping Place,0,4,N/A
12-Oct-15,Georgia,Decatur,4731 Glenwood Road,0,4,N/A
10-Oct-15,Tennessee,Memphis,6135 Mount Moriah Road,0,6,N/A
10-Oct-15,North Carolina,Charlotte,1900 block of West Boulevard,0,4,N/A
10-Oct-15,Illinois,Peoria,2405 N Flora,1,3,N/A
9-Oct-15,Arizona,Flagstaff,216 E Mountain View Drive,1,3,N/A
6-Oct-15,Maryland,Baltimore,300 block of North Payson Street,0,5,N/A
2-Oct-15,Maryland,Baltimore,5400 Reisterstown Road,1,4,N/A
1-Oct-15,Oregon,Roseburg,1140 Umpqua College Rd,10,9,N/A
28-Sep-15,Ohio,Cincinnati (Evanston),1800 block of Hewitt Avenue,0,5,N/A
28-Sep-15,Illinois,Chicago,300 block of West 42nd Street,3,2,N/A
28-Sep-15,Illinois,Chicago,5300 block of South Aberdeen Street,2,3,N/A
28-Sep-15,Ohio,Dayton,1921 Oakridge,0,4,N/A
27-Sep-15,Georgia,Greenville,1140 Hill Haven Road,0,10,N/A
27-Sep-15,Illinois,Chicago,5200 block of South Justine,0,4,N/A
27-Sep-15,Missouri,Kansas City,1700 E. 18th St.,0,4,N/A
25-Sep-15,Illinois,Danville,1300 block of May Street,0,4,N/A
24-Sep-15,Illinois,Chicago,5100 block of South Morgan Street,0,5,N/A
23-Sep-15,Louisiana,Shreveport,2900 block of Peach Street,0,5,N/A
23-Sep-15,Florida,Fort Myers,Dale Street and Veronica S. Shoemaker Boulevard,0,4,N/A
23-Sep-15,Georgia,Norcross,1300 block of Reddington Lane,1,3,N/A
20-Sep-15,Pennsylvania,Philadelphia,900 block of Pratt Street,1,3,N/A
20-Sep-15,Illinois,Chicago,5700 block of South LaSalle,1,5,N/A
20-Sep-15,Oklahoma,Tulsa,Pine and Yale,0,6,N/A
19-Sep-15,Indiana,Indianapolis,3900 block of Graceland Avenue,1,3,N/A
17-Sep-15,South Dakota,Geddes,36705 379th Street,6,0,N/A
17-Sep-15,Michigan,Albion,500 block of W. Broadwell Street,0,4,N/A
15-Sep-15,New Jersey,Newark,Irvine Turner Boulevard and West Kinney Street,0,4,N/A
13-Sep-15,Florida,Ocala,1910 South Pine Avenue,1,5,N/A
12-Sep-15,Louisiana,Shreveport,1500 block of Clanton Street,0,4,N/A
12-Sep-15,New York,Rochester,36 Woodward Street,2,4,N/A
12-Sep-15,Minnesota,Minneapolis,1st Ave. and N. 5th St.,0,6,N/A
12-Sep-15,Minnesota,Minneapolis,1200 block of 22nd Ave. N.,1,3,N/A
11-Sep-15,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,0,5,N/A
10-Sep-15,Minnesota,Excelsior (Greenwood),Channel Drive,5,0,N/A
8-Sep-15,Georgia,Berlin,N/A,0,4,N/A
8-Sep-15,Illinois,Chicago,56th and Green,0,4,N/A
7-Sep-15,Indiana,Gary,9300 block of Sunrise,2,4,N/A
7-Sep-15,Colorado,Denver,1909 Blake Street,0,4,N/A
5-Sep-15,North Carolina,Charlotte,6800 block of Fieldvale Place,1,3,N/A
5-Sep-15,Florida,Daytona Beach,300 block of Pearl Street,0,4,N/A
5-Sep-15,Nevada,Las Vegas,5000 block of Hollywood Boulevard,1,3,N/A
5-Sep-15,Missouri,Columbia,1509 Ashley Street,0,4,N/A
30-Aug-15,Tennessee,Memphis,3300 block of Sobota Circle,1,4,N/A
29-Aug-15,Tennessee,Bristol,618 Henson Road,3,2,N/A
29-Aug-15,Texas,Tyler,638 ENE Loop 323,1,3,N/A
28-Aug-15,New York,Brooklyn,589 Flatbush Avenue,1,3,N/A
27-Aug-15,California,Salinas,928 Blanco Circle,2,2,N/A
26-Aug-15,Illinois,Chicago,3025 W. Van Buren Ave,2,2,N/A
26-Aug-15,Minnesota,Minneapolis (Brooklyn Center),5000 block of Drew Avenue North,0,4,N/A
26-Aug-15,Florida,West Palm Beach,800 block of 19th Street,2,2,N/A
25-Aug-15,Louisiana,New Orleans,Fern Street and Olive Street,1,3,N/A
23-Aug-15,California,Modesto,1100 block of Kansas Avenue,1,7,N/A
22-Aug-15,Florida,Orlando (Pine Hills),State Road 408,0,4,N/A
22-Aug-15,New Mexico,Roswell,302 East Reed Street,3,1,N/A
21-Aug-15,North Carolina,Durham,2700 block of Hinson Drive,0,8,N/A
21-Aug-15,Ohio,Cincinnati,Mathis and Prentice,2,5,N/A
20-Aug-15,Texas,Grulla (La Grulla),FM 2360,2,2,N/A
19-Aug-15,New York,Rochester,500 Genesee St,3,4,N/A
16-Aug-15,Texas,Fort Worth,3651 Sycamore School Rd,0,6,N/A
16-Aug-15,Illinois,Chicago,5400 block of West Division Street,0,4,N/A
16-Aug-15,South Carolina,Bennettsville,Highway 38N,0,5,N/A
15-Aug-15,Pennsylvania,Pittsburgh,West Prospect Avenue,1,3,N/A
15-Aug-15,California,Los Angeles,57th Street and South Normandie Avenue,0,4,N/A
15-Aug-15,South Carolina,Orangeburg,2868 Bamberg Road,1,3,N/A
10-Aug-15,California,Long Beach,1700 block of East 10th Street,0,4,N/A
9-Aug-15,Mississippi,Forest,Poplar Street,1,3,N/A
9-Aug-15,Michigan,Detroit,15200 block of Hazelridge,1,3,N/A
9-Aug-15,Missouri,Kansas City,40th Street and Pennsylvania Avenue,0,4,N/A
8-Aug-15,North Carolina,Gastonia,4908 Greenwood Drive,2,3,N/A
8-Aug-15,Arkansas,Blytheville,833 Anderson Street,1,11,N/A
8-Aug-15,Texas,Houston,2211 Falling Oaks,8,0,N/A
7-Aug-15,Vermont,Barre (Berlin),3182 Airport Road,4,0,N/A
6-Aug-15,South Carolina,Columbia,1505 Garden Plaza,0,4,N/A
4-Aug-15,Missouri,Saint Louis,2500 block of Semple,1,4,N/A
3-Aug-15,New York,Brooklyn,98 Dwight Street,0,5,N/A
2-Aug-15,New York,Brooklyn,Stanley Avenue and Crescent Street,0,9,N/A
2-Aug-15,Maryland,Baltimore,2700 block of Garrison Avenue,0,7,N/A
2-Aug-15,Illinois,Chicago,4800 block of West Kamerling Avenue,1,4,N/A
2-Aug-15,Georgia,Savannah,Barnard Street,0,5,N/A
2-Aug-15,Illinois,Chicago,6700 block of South Winchester Avenue,0,4,N/A
1-Aug-15,Florida,Orlando,5801 Shenandoah Way,0,4,N/A
30-Jul-15,Pennsylvania,Pittsburgh,Brushton Avenue,0,4,N/A
27-Jul-15,Illinois,Rockford,900 block of Kent Street,0,5,N/A
26-Jul-15,Missouri,Kansas City,Thompson and Colorado,2,3,N/A
26-Jul-15,Louisiana,New Orleans,Piety and Treasure street,0,4,N/A
25-Jul-15,Virginia,Hopewell,500 block of N. 7th Ave,0,4,N/A
24-Jul-15,Pennsylvania,Erie,200 block of W 29th St,2,4,N/A
23-Jul-15,Louisiana,Lafayette,3141 Johnson Street,3,9,N/A
22-Jul-15,Georgia,Suwanee,5500 block of Old Atlanta Road,5,0,N/A
21-Jul-15,Florida,Miami Gardens,Northwest 25th Avenue and Miami Gardens Drive,1,3,N/A
20-Jul-15,New York,Bronx,E. 153rd St. and the Grand Concourse,0,6,N/A
19-Jul-15,Virginia,Suffolk,100 block of North Capitol Street,0,4,N/A
19-Jul-15,Kentucky,Louisville,2928 W Kentucky St,0,6,N/A
19-Jul-15,North Carolina,Rocky Mount,Interstate 64 and Raliegh Street,0,4,N/A
18-Jul-15,California,San Diego,200 block of South Bancroft Street,0,4,N/A
18-Jul-15,California,Santa Paula,Ojai-Santa Paula Street,0,5,N/A
18-Jul-15,Oregon,Salem,1550 Weston Ct NE,1,4,N/A
18-Jul-15,Louisiana,Baton Rouge,300 block of Brice Street,2,2,N/A
17-Jul-15,Illinois,Chicago,4400 block of W. Maypole,0,5,N/A
17-Jul-15,Ohio,Cincinnati (Westwood),3100 block of Sunshine Avenue,0,4,N/A
16-Jul-15,Tennessee,Chattanooga,4051 Amnicola Highway,6,2,N/A
16-Jul-15,Texas,Dallas,Singleton and Hampton,0,5,N/A
15-Jul-15,Georgia,Atlanta,500 block of Center Hill Avenue,0,5,N/A
15-Jul-15,Maryland,Baltimore,3500 block of West Garrison Boulevard,1,3,N/A
15-Jul-15,Ohio,Cleveland,700 block of Thornhill,0,7,N/A
15-Jul-15,Michigan,Detroit,9200 block of Memorial,0,4,N/A
15-Jul-15,South Carolina,Holly Hill,7050 Old State Road,4,1,N/A
14-Jul-15,Missouri,Saint Louis,1100 block of Riverview,0,4,N/A
13-Jul-15,California,Norwalk,11959 162nd Street,0,4,N/A
13-Jul-15,California,Stockton,400 block of McCloud Avenue,1,4,N/A
12-Jul-15,Illinois,River Forest,116 Lathrop Avenue,2,3,N/A
12-Jul-15,New Jersey,Jersey City,Sip and Van Wagenen avenues,0,4,N/A
7-Jul-15,Ohio,Cleveland,East 162nd Street and Miles Avenue,1,3,N/A
7-Jul-15,Maryland,Baltimore,900 block of West Fayette Street,3,1,N/A
5-Jul-15,Louisiana,Shreveport,3500 block of Hearne Avenue,0,8,N/A
5-Jul-15,Indiana,Fort Wayne,1400 block of McCulloch Street,0,9,N/A
5-Jul-15,New Jersey,East Orange,200 block of S. Clinton St,1,3,N/A
4-Jul-15,District of Columbia,Washington,2600 Douglas Place SE,1,3,N/A
4-Jul-15,Kentucky,Louisville,2500 block of West Broadway,0,4,N/A
4-Jul-15,Massachusetts,Pittsfield,Dewey Avenue,1,4,N/A
4-Jul-15,New York,Syracuse,Bellevue and Rich Street,0,4,N/A
4-Jul-15,Texas,San Antonio,1100 block of West Avenue,0,4,N/A
2-Jul-15,Indiana,Indianapolis,Lynn and Michigan,1,3,N/A
29-Jun-15,Florida,Opa Locka,13450 NW 30th Ave,0,4,N/A
28-Jun-15,Michigan,Detroit,Gratiot and Loretto,0,5,N/A
28-Jun-15,Illinois,Venice,N/A,0,6,N/A
28-Jun-15,Delaware,Harrington,100 block of East St,0,6,N/A
27-Jun-15,Massachusetts,Taunton,Weir Street,1,3,N/A
27-Jun-15,Michigan,Detroit,Stringham Court,0,4,N/A
24-Jun-15,New York,New York (Manhattan),2110 Madison Ave,0,4,N/A
22-Jun-15,Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7,N/A
21-Jun-15,Pennsylvania,Pittsburgh (Wilkinsburg),Rebecca and East Swissvale Avenue,0,4,N/A
21-Jun-15,Kentucky,Lexington,726 Georgetown St,1,4,N/A
20-Jun-15,Michigan,Detroit,Dexter and Webb,1,11,N/A
20-Jun-15,North Carolina,Morven,N/A,0,4,N/A
20-Jun-15,Pennsylvania,Philadelphia,4100 block of Ogden Street,0,11,N/A
19-Jun-15,Rhode Island,Woonsocket,80 River Street,0,4,N/A
17-Jun-15,South Carolina,Charleston,110 Calhoun Street,9,0,N/A
16-Jun-15,Florida,Miami Gardens,600 block of Northwest 177th Street,0,4,N/A
15-Jun-15,New York,Brooklyn,673 Flatbush Avenue,0,4,N/A
14-Jun-15,New Jersey,Camden,2800 block of Mitchell Street,1,3,N/A
14-Jun-15,Oklahoma,Tulsa,1800 block of North Kingston,0,4,N/A
14-Jun-15,Missouri,Saint Louis,1400 block of North Market Street,0,4,N/A
13-Jun-15,Georgia,Fayetteville,600 block of Highway 279,1,4,N/A
